case,T,J,value
baseline,T4258,HR_S-far,0.004985465116279069
baseline,T4258,HR_M-near,0.004451077082792628
baseline,T4258,HR_M-far,0.004451077082792628
baseline,T4258,HR_L-near,0.004022988505747126
baseline,T4258,HR_L-far,0.004022988505747126
baseline,T4378,CHP_coal,0.5880362264150943
baseline,T4378,CHP_muniwaste,0.19480901077375123
baseline,T4378,CHP_natgas,0.5510247349823321
baseline,T4378,HOB_elec,0.05105353535353536
baseline,T4378,HOB_gasoil,0.2589902912621359
baseline,T4378,HOB_muniwaste,0.14488636363636362
baseline,T4378,HOB_natgas,0.1974757281553398
baseline,T4378,HP_ambient,0.015357945913096322
baseline,T4378,HP_industry,0.015623802163833075
baseline,T4378,HR_S-near,0.014692732558139535
baseline,T4378,HR_S-far,0.014692732558139535
baseline,T4378,HR_M-near,0.0131178302621334
baseline,T4378,HR_M-far,0.0131178302621334
baseline,T4378,HR_L-near,0.01185620455078583
baseline,T4378,HR_L-far,0.01185620455078583
baseline,T4498,CHP_coal,0.5880362264150943
baseline,T4498,CHP_muniwaste,0.19480901077375123
baseline,T4498,CHP_natgas,0.5510247349823321
baseline,T4498,HOB_elec,0.023331313131313133
baseline,T4498,HOB_gasoil,0.2589902912621359
baseline,T4498,HOB_muniwaste,0.14488636363636362
baseline,T4498,HOB_natgas,0.1974757281553398
baseline,T4498,HP_ambient,0.006942590922753231
baseline,T4498,HP_industry,0.007067931456548348
baseline,T4498,HR_S-near,0.006641173087981599
baseline,T4498,HR_S-far,0.006641173087981599
baseline,T4498,HR_M-near,0.00592864476386037
baseline,T4498,HR_M-far,0.00592864476386037
baseline,T4498,HR_L-near,0.0053591647331786545
baseline,T4498,HR_L-far,0.0053591647331786545
baseline,T4618,CHP_coal,0.5880362264150943
baseline,T4618,CHP_muniwaste,0.19480901077375123
baseline,T4618,CHP_natgas,0.5510247349823321
baseline,T4618,HOB_elec,0.03111010101010101
baseline,T4618,HOB_gasoil,0.2589902912621359
baseline,T4618,HOB_muniwaste,0.14488636363636362
baseline,T4618,HOB_natgas,0.1974757281553398
baseline,T4618,HP_ambient,0.009550077519379845
baseline,T4618,HP_industry,0.009424418604651163
baseline,T4618,HR_S-near,0.008855376653248993
baseline,T4618,HR_S-far,0.008855376653248993
baseline,T4618,HR_M-near,0.00790528747433265
baseline,T4618,HR_M-far,0.00790528747433265
baseline,T4618,HR_L-near,0.007145939675174014
baseline,T4618,HR_L-far,0.007145939675174014
baseline,T4738,CHP_coal,0.5880362264150943
baseline,T4738,CHP_muniwaste,0.19480901077375123
baseline,T4738,CHP_natgas,0.5510247349823321
baseline,T4738,HOB_elec,0.02005959595959596
baseline,T4738,HOB_gasoil,0.2589902912621359
baseline,T4738,HOB_muniwaste,0.14488636363636362
baseline,T4738,HOB_natgas,0.1974757281553398
baseline,T4738,HP_ambient,0.006209818636647906
baseline,T4738,HP_industry,0.006076805385556916
baseline,T4738,HR_S-near,0.005709890741805636
baseline,T4738,HR_S-far,0.005709890741805636
baseline,T4738,HR_M-near,0.0050972792607802886
baseline,T4738,HR_M-far,0.0050972792607802886
baseline,T4738,HR_L-near,0.004607656612529003
baseline,T4738,HR_L-far,0.004607656612529003
baseline,T4858,CHP_coal,0.5880362264150943
baseline,T4858,CHP_muniwaste,0.19480901077375123
baseline,T4858,CHP_natgas,0.5510247349823321
baseline,T4858,HOB_elec,0.023322222222222223
baseline,T4858,HOB_gasoil,0.2589902912621359
baseline,T4858,HOB_muniwaste,0.14488636363636362
baseline,T4858,HOB_natgas,0.1974757281553398
baseline,T4858,HP_ambient,0.007262975778546712
baseline,T4858,HP_industry,0.007065177478580171
baseline,T4858,HR_S-near,0.006638585393904542
baseline,T4858,HR_S-far,0.006638585393904542
baseline,T4858,HR_M-near,0.005926334702258727
baseline,T4858,HR_M-far,0.005926334702258727
baseline,T4858,HR_L-near,0.00535707656612529
baseline,T4858,HR_L-far,0.00535707656612529
baseline,T4978,CHP_coal,0.5880362264150943
baseline,T4978,CHP_muniwaste,0.19480901077375123
baseline,T4978,CHP_natgas,0.5510247349823321
baseline,T4978,HOB_elec,0.02498888888888889
baseline,T4978,HOB_gasoil,0.2589902912621359
baseline,T4978,HOB_muniwaste,0.14488636363636362
baseline,T4978,HOB_natgas,0.1974757281553398
baseline,T4978,HP_ambient,0.007782006920415225
baseline,T4978,HP_industry,0.007570073439412485
baseline,T4978,HR_S-near,0.007112995974698102
baseline,T4978,HR_S-far,0.007112995974698102
baseline,T4978,HR_M-near,0.0063498459958932245
baseline,T4978,HR_M-far,0.0063498459958932245
baseline,T4978,HR_L-near,0.005739907192575407
baseline,T4978,HR_L-far,0.005739907192575407
baseline,T5098,CHP_coal,0.5880362264150943
baseline,T5098,CHP_muniwaste,0.19480901077375123
baseline,T5098,CHP_natgas,0.5510247349823321
baseline,T5098,HOB_elec,0.04010505050505051
baseline,T5098,HOB_gasoil,0.2589902912621359
baseline,T5098,HOB_muniwaste,0.14488636363636362
baseline,T5098,HOB_natgas,0.1974757281553398
baseline,T5098,HP_ambient,0.012288455586505728
baseline,T5098,HP_industry,0.012149326805385557
baseline,T5098,HR_S-near,0.01141575618171363
baseline,T5098,HR_S-far,0.01141575618171363
baseline,T5098,HR_M-near,0.010190965092402466
baseline,T5098,HR_M-far,0.010190965092402466
baseline,T5098,HR_L-near,0.009212064965197218
baseline,T5098,HR_L-far,0.009212064965197218
baseline,T5218,CHP_coal,0.5880362264150943
baseline,T5218,CHP_muniwaste,0.19480901077375123
baseline,T5218,CHP_natgas,0.5510247349823321
baseline,T5218,HOB_elec,0.025715151515151517
baseline,T5218,HOB_gasoil,0.2589902912621359
baseline,T5218,HOB_muniwaste,0.14488636363636362
baseline,T5218,HOB_natgas,0.1974757281553398
baseline,T5218,HP_ambient,0.008023321777497637
baseline,T5218,HP_industry,0.007790085679314566
baseline,T5218,HR_S-near,0.007319723979298447
baseline,T5218,HR_S-far,0.007319723979298447
baseline,T5218,HR_M-near,0.006534394250513349
baseline,T5218,HR_M-far,0.006534394250513349
baseline,T5218,HR_L-near,0.005906728538283063
baseline,T5218,HR_L-far,0.005906728538283063
baseline,T5338,CHP_coal,0.5880362264150943
baseline,T5338,CHP_muniwaste,0.19480901077375123
baseline,T5338,CHP_natgas,0.5510247349823321
baseline,T5338,HOB_elec,0.02869090909090909
baseline,T5338,HOB_gasoil,0.2589902912621359
baseline,T5338,HOB_muniwaste,0.14488636363636362
baseline,T5338,HOB_natgas,0.1974757281553398
baseline,T5338,HP_ambient,0.008934885184020133
baseline,T5338,HP_industry,0.008691554467564259
baseline,T5338,HR_S-near,0.008166762507188037
baseline,T5338,HR_S-far,0.008166762507188037
baseline,T5338,HR_M-near,0.007290554414784395
baseline,T5338,HR_M-far,0.007290554414784395
baseline,T5338,HR_L-near,0.0065902552204176335
baseline,T5338,HR_L-far,0.0065902552204176335
baseline,T5458,CHP_coal,0.5880362264150943
baseline,T5458,CHP_muniwaste,0.19480901077375123
baseline,T5458,CHP_natgas,0.5510247349823321
baseline,T5458,HOB_elec,0.030501010101010105
baseline,T5458,HOB_gasoil,0.2589902912621359
baseline,T5458,HOB_muniwaste,0.14488636363636362
baseline,T5458,HOB_natgas,0.1974757281553398
baseline,T5458,HP_ambient,0.009095180722891567
baseline,T5458,HP_industry,0.009239902080783353
baseline,T5458,HR_S-near,0.008682001150086256
baseline,T5458,HR_S-far,0.008682001150086256
baseline,T5458,HR_M-near,0.007750513347022588
baseline,T5458,HR_M-far,0.007750513347022588
baseline,T5458,HR_L-near,0.007006032482598608
baseline,T5458,HR_L-far,0.007006032482598608
baseline,T5578,CHP_coal,0.5880362264150943
baseline,T5578,CHP_muniwaste,0.19480901077375123
baseline,T5578,CHP_natgas,0.5510247349823321
baseline,T5578,HOB_elec,0.03901717171717172
baseline,T5578,HOB_gasoil,0.2589902912621359
baseline,T5578,HOB_muniwaste,0.14488636363636362
baseline,T5578,HOB_natgas,0.1974757281553398
baseline,T5578,HP_ambient,0.011245123726346434
baseline,T5578,HP_industry,0.011819767441860465
baseline,T5578,HR_S-near,0.011106095457159286
baseline,T5578,HR_S-far,0.011106095457159286
baseline,T5578,HR_M-near,0.009914527720739221
baseline,T5578,HR_M-far,0.009914527720739221
baseline,T5578,HR_L-near,0.008962180974477959
baseline,T5578,HR_L-far,0.008962180974477959
baseline,T5698,CHP_coal,0.5880362264150943
baseline,T5698,CHP_muniwaste,0.19480901077375123
baseline,T5698,CHP_natgas,0.5510247349823321
baseline,T5698,HOB_elec,0.03737777777777778
baseline,T5698,HOB_gasoil,0.2589902912621359
baseline,T5698,HOB_muniwaste,0.14488636363636362
baseline,T5698,HOB_natgas,0.1974757281553398
baseline,T5698,HP_ambient,0.011006543723973824
baseline,T5698,HP_industry,0.011323133414932681
baseline,T5698,HR_S-near,0.010639447958596894
baseline,T5698,HR_S-far,0.010639447958596894
baseline,T5698,HR_M-near,0.009497946611909653
baseline,T5698,HR_M-far,0.009497946611909653
baseline,T5698,HR_L-near,0.008585614849187935
baseline,T5698,HR_L-far,0.008585614849187935
baseline,T5818,CHP_coal,0.5880362264150943
baseline,T5818,CHP_muniwaste,0.19480901077375123
baseline,T5818,CHP_natgas,0.5510247349823321
baseline,T5818,HOB_elec,0.028391919191919194
baseline,T5818,HOB_gasoil,0.2589902912621359
baseline,T5818,HOB_muniwaste,0.14488636363636362
baseline,T5818,HOB_natgas,0.1974757281553398
baseline,T5818,HP_ambient,0.009288830138797093
baseline,T5818,HP_industry,0.008688717156105101
baseline,T5818,HR_S-near,0.008170930232558141
baseline,T5818,HR_S-far,0.008170930232558141
baseline,T5818,HR_M-near,0.007295094731378147
baseline,T5818,HR_M-far,0.007295094731378147
baseline,T5818,HR_L-near,0.006593478770818673
baseline,T5818,HR_L-far,0.006593478770818673
baseline,T5938,CHP_coal,0.5880362264150943
baseline,T5938,CHP_muniwaste,0.19480901077375123
baseline,T5938,CHP_natgas,0.5510247349823321
baseline,T5938,HOB_elec,0.02404646464646465
baseline,T5938,HOB_gasoil,0.2589902912621359
baseline,T5938,HOB_muniwaste,0.14488636363636362
baseline,T5938,HOB_natgas,0.1974757281553398
baseline,T5938,HP_ambient,0.006977139507620165
baseline,T5938,HP_industry,0.0073588871715610515
baseline,T5938,HR_S-near,0.0069203488372093025
baseline,T5938,HR_S-far,0.0069203488372093025
baseline,T5938,HR_M-near,0.006178562159356345
baseline,T5938,HR_M-far,0.006178562159356345
baseline,T5938,HR_L-near,0.005584330283837673
baseline,T5938,HR_L-far,0.005584330283837673
baseline,T6058,CHP_coal,0.5880362264150943
baseline,T6058,CHP_muniwaste,0.19480901077375123
baseline,T6058,CHP_natgas,0.5510247349823321
baseline,T6058,HOB_elec,0.0274010101010101
baseline,T6058,HOB_gasoil,0.2589902912621359
baseline,T6058,HOB_muniwaste,0.14488636363636362
baseline,T6058,HOB_natgas,0.1974757281553398
baseline,T6058,HP_ambient,0.007719692657939669
baseline,T6058,HP_industry,0.0084771875
baseline,T6058,HR_S-near,0.007978529411764705
baseline,T6058,HR_S-far,0.007978529411764705
baseline,T6058,HR_M-near,0.007121816749803097
baseline,T6058,HR_M-far,0.007121816749803097
baseline,T6058,HR_L-near,0.006437351684859989
baseline,T6058,HR_L-far,0.006437351684859989
baseline,T6178,CHP_coal,0.5880362264150943
baseline,T6178,CHP_muniwaste,0.19480901077375123
baseline,T6178,CHP_natgas,0.5510247349823321
baseline,T6178,HOB_elec,0.02846767676767677
baseline,T6178,HOB_gasoil,0.2589902912621359
baseline,T6178,HOB_muniwaste,0.14488636363636362
baseline,T6178,HOB_natgas,0.1974757281553398
baseline,T6178,HP_ambient,0.008929974651457541
baseline,T6178,HP_industry,0.0088071875
baseline,T6178,HR_S-near,0.008289117647058824
baseline,T6178,HR_S-far,0.008289117647058824
baseline,T6178,HR_M-near,0.0073990548700446305
baseline,T6178,HR_M-far,0.0073990548700446305
baseline,T6178,HR_L-near,0.006687944945420027
baseline,T6178,HR_L-far,0.006687944945420027
baseline,T6298,CHP_coal,0.5880362264150943
baseline,T6298,CHP_muniwaste,0.19480901077375123
baseline,T6298,CHP_natgas,0.5510247349823321
baseline,T6298,HOB_elec,0.017992929292929293
baseline,T6298,HOB_gasoil,0.2589902912621359
baseline,T6298,HOB_muniwaste,0.14488636363636362
baseline,T6298,HOB_natgas,0.1974757281553398
baseline,T6298,HP_ambient,0.005612161310649023
baseline,T6298,HP_industry,0.0056227904040404035
baseline,T6298,HR_S-near,0.005295184304399524
baseline,T6298,HR_S-far,0.005295184304399524
baseline,T6298,HR_M-near,0.00472744161358811
baseline,T6298,HR_M-far,0.00472744161358811
baseline,T6298,HR_L-near,0.004271702637889688
baseline,T6298,HR_L-far,0.004271702637889688
baseline,T6418,CHP_coal,0.5880362264150943
baseline,T6418,CHP_muniwaste,0.19480901077375123
baseline,T6418,CHP_natgas,0.5510247349823321
baseline,T6418,HOB_elec,0.02090808080808081
baseline,T6418,HOB_gasoil,0.2589902912621359
baseline,T6418,HOB_muniwaste,0.14488636363636362
baseline,T6418,HOB_natgas,0.1974757281553398
baseline,T6418,HP_ambient,0.006742345276872964
baseline,T6418,HP_industry,0.006533775252525252
baseline,T6418,HR_S-near,0.006153091557669441
baseline,T6418,HR_S-far,0.006153091557669441
baseline,T6418,HR_M-near,0.005493365180467091
baseline,T6418,HR_M-far,0.005493365180467091
baseline,T6418,HR_L-near,0.00496378896882494
baseline,T6418,HR_L-far,0.00496378896882494
baseline,T6538,CHP_coal,0.5880362264150943
baseline,T6538,CHP_muniwaste,0.19480901077375123
baseline,T6538,CHP_natgas,0.5510247349823321
baseline,T6538,HOB_elec,0.014724242424242424
baseline,T6538,HOB_gasoil,0.2589902912621359
baseline,T6538,HOB_muniwaste,0.14488636363636362
baseline,T6538,HOB_natgas,0.1974757281553398
baseline,T6538,HP_ambient,0.004748208469055375
baseline,T6538,HP_industry,0.004601325757575757
baseline,T6538,HR_S-near,0.004333234244946492
baseline,T6538,HR_S-far,0.004333234244946492
baseline,T6538,HR_M-near,0.0038686305732484076
baseline,T6538,HR_M-far,0.0038686305732484076
baseline,T6538,HR_L-near,0.00349568345323741
baseline,T6538,HR_L-far,0.00349568345323741
baseline,T6658,CHP_coal,0.5880362264150943
baseline,T6658,CHP_muniwaste,0.19480901077375123
baseline,T6658,CHP_natgas,0.5510247349823321
baseline,T6658,HOB_elec,0.011828282828282828
baseline,T6658,HOB_gasoil,0.2589902912621359
baseline,T6658,HOB_muniwaste,0.14488636363636362
baseline,T6658,HOB_natgas,0.1974757281553398
baseline,T6658,HP_ambient,0.003992499147630412
baseline,T6658,HP_industry,0.0037340561224489797
baseline,T6658,HR_S-near,0.0035186298076923077
baseline,T6658,HR_S-far,0.0035186298076923077
baseline,T6658,HR_M-near,0.0031402520783051753
baseline,T6658,HR_M-far,0.0031402520783051753
baseline,T6658,HR_L-near,0.0028380998545807076
baseline,T6658,HR_L-far,0.0028380998545807076
baseline,T6778,CHP_coal,0.5880362264150943
baseline,T6778,CHP_muniwaste,0.19480901077375123
baseline,T6778,CHP_natgas,0.5510247349823321
baseline,T6778,HOB_elec,0.04098282828282828
baseline,T6778,HOB_gasoil,0.2589902912621359
baseline,T6778,HOB_muniwaste,0.14488636363636362
baseline,T6778,HOB_natgas,0.1974757281553398
baseline,T6778,HP_ambient,0.014301374691575606
baseline,T6778,HP_industry,0.013071198453608246
baseline,T6778,HR_S-near,0.012328471589182618
baseline,T6778,HR_S-far,0.012328471589182618
baseline,T6778,HR_M-near,0.011004339571467318
baseline,T6778,HR_M-far,0.011004339571467318
baseline,T6778,HR_L-near,0.009944362745098039
baseline,T6778,HR_L-far,0.009944362745098039
baseline,T6898,CHP_coal,0.5880362264150943
baseline,T6898,CHP_muniwaste,0.19480901077375123
baseline,T6898,CHP_natgas,0.5510247349823321
baseline,T6898,HOB_elec,0.01638181818181818
baseline,T6898,HOB_gasoil,0.2589902912621359
baseline,T6898,HOB_muniwaste,0.14488636363636362
baseline,T6898,HOB_natgas,0.1974757281553398
baseline,T6898,HP_ambient,0.006074157303370787
baseline,T6898,HP_industry,0.005275862068965518
baseline,T6898,HR_S-near,0.0049794289223211545
baseline,T6898,HR_S-far,0.0049794289223211545
baseline,T6898,HR_M-near,0.004443287671232876
baseline,T6898,HR_M-far,0.004443287671232876
baseline,T6898,HR_L-near,0.0040153503342411495
baseline,T6898,HR_L-far,0.0040153503342411495
baseline,T7018,CHP_coal,0.5880362264150943
baseline,T7018,CHP_muniwaste,0.19480901077375123
baseline,T7018,CHP_natgas,0.5510247349823321
baseline,T7018,HOB_elec,0.0112979797979798
baseline,T7018,HOB_gasoil,0.2589902912621359
baseline,T7018,HOB_muniwaste,0.14488636363636362
baseline,T7018,HOB_natgas,0.1974757281553398
baseline,T7018,HP_ambient,0.004463288108539506
baseline,T7018,HP_industry,0.003638581652569942
baseline,T7018,HR_S-near,0.003434141848326681
baseline,T7018,HR_S-far,0.003434141848326681
baseline,T7018,HR_M-near,0.0030643835616438356
baseline,T7018,HR_M-far,0.0030643835616438356
baseline,T7018,HR_L-near,0.0027692498143104733
baseline,T7018,HR_L-far,0.0027692498143104733
baseline,T7138,CHP_coal,0.5880362264150943
baseline,T7138,CHP_muniwaste,0.19480901077375123
baseline,T7138,CHP_natgas,0.5510247349823321
baseline,T7138,HOB_elec,0.03577777777777778
baseline,T7138,HOB_gasoil,0.2589902912621359
baseline,T7138,HOB_muniwaste,0.14488636363636362
baseline,T7138,HOB_natgas,0.1974757281553398
baseline,T7138,HP_ambient,0.013310785419015408
baseline,T7138,HP_industry,0.011522446324007809
baseline,T7138,HR_S-near,0.010875038378876267
baseline,T7138,HR_S-far,0.010875038378876267
baseline,T7138,HR_M-near,0.009704109589041096
baseline,T7138,HR_M-far,0.009704109589041096
baseline,T7138,HR_L-near,0.008769497400346622
baseline,T7138,HR_L-far,0.008769497400346622
baseline,T7258,CHP_coal,0.5880362264150943
baseline,T7258,CHP_muniwaste,0.19480901077375123
baseline,T7258,CHP_natgas,0.5510247349823321
baseline,T7258,HOB_elec,0.024335353535353536
baseline,T7258,HOB_gasoil,0.2589902912621359
baseline,T7258,HOB_muniwaste,0.14488636363636362
baseline,T7258,HOB_natgas,0.1974757281553398
baseline,T7258,HP_ambient,0.008841100917431191
baseline,T7258,HP_industry,0.007911986863711001
baseline,T7258,HR_S-near,0.007472704714640198
baseline,T7258,HR_S-far,0.007472704714640198
baseline,T7258,HR_M-near,0.006668142817603099
baseline,T7258,HR_M-far,0.006668142817603099
baseline,T7258,HR_L-near,0.00602601300650325
baseline,T7258,HR_L-far,0.00602601300650325
baseline,T7378,CHP_coal,0.5880362264150943
baseline,T7378,CHP_muniwaste,0.19480901077375123
baseline,T7378,CHP_natgas,0.5510247349823321
baseline,T7378,HOB_elec,0.026247474747474752
baseline,T7378,HOB_gasoil,0.2589902912621359
baseline,T7378,HOB_muniwaste,0.14488636363636362
baseline,T7378,HOB_natgas,0.1974757281553398
baseline,T7378,HP_ambient,0.010063903950426027
baseline,T7378,HP_industry,0.008621433311214333
baseline,T7378,HR_S-near,0.008145768025078371
baseline,T7378,HR_S-far,0.008145768025078371
baseline,T7378,HR_M-near,0.007270565193060996
baseline,T7378,HR_M-far,0.007270565193060996
baseline,T7378,HR_L-near,0.006568503538928211
baseline,T7378,HR_L-far,0.006568503538928211
baseline,T7498,CHP_coal,0.5880362264150943
baseline,T7498,CHP_muniwaste,0.19480901077375123
baseline,T7498,CHP_natgas,0.5510247349823321
baseline,T7498,HOB_elec,0.01722929292929293
baseline,T7498,HOB_gasoil,0.2589902912621359
baseline,T7498,HOB_muniwaste,0.14488636363636362
baseline,T7498,HOB_natgas,0.1974757281553398
baseline,T7498,HP_ambient,0.006573025048169556
baseline,T7498,HP_industry,0.005712324179504353
baseline,T7498,HR_S-near,0.005401203293223559
baseline,T7498,HR_S-far,0.005401203293223559
baseline,T7498,HR_M-near,0.004819723085617405
baseline,T7498,HR_M-far,0.004819723085617405
baseline,T7498,HR_L-near,0.004354608118458003
baseline,T7498,HR_L-far,0.004354608118458003
baseline,T7618,CHP_coal,0.5880362264150943
baseline,T7618,CHP_muniwaste,0.19480901077375123
baseline,T7618,CHP_natgas,0.5510247349823321
baseline,T7618,HOB_elec,0.02116969696969697
baseline,T7618,HOB_gasoil,0.2589902912621359
baseline,T7618,HOB_muniwaste,0.14488636363636362
baseline,T7618,HOB_natgas,0.1974757281553398
baseline,T7618,HP_ambient,0.00847130153597413
baseline,T7618,HP_industry,0.007018754186202277
baseline,T7618,HR_S-near,0.0066364787840405325
baseline,T7618,HR_S-far,0.0066364787840405325
baseline,T7618,HR_M-near,0.005922011867759254
baseline,T7618,HR_M-far,0.005922011867759254
baseline,T7618,HR_L-near,0.005350523359714067
baseline,T7618,HR_L-far,0.005350523359714067
baseline,T7738,CHP_coal,0.5880362264150943
baseline,T7738,CHP_muniwaste,0.19480901077375123
baseline,T7738,CHP_natgas,0.5510247349823321
baseline,T7738,HOB_elec,0.04525050505050505
baseline,T7738,HOB_gasoil,0.2589902912621359
baseline,T7738,HOB_muniwaste,0.14488636363636362
baseline,T7738,HOB_natgas,0.1974757281553398
baseline,T7738,HP_ambient,0.018299836601307188
baseline,T7738,HP_industry,0.015002679169457465
baseline,T7738,HR_S-near,0.01418556048131729
baseline,T7738,HR_S-far,0.01418556048131729
baseline,T7738,HR_M-near,0.012658378072901948
baseline,T7738,HR_M-far,0.012658378072901948
baseline,T7738,HR_L-near,0.01143681388817973
baseline,T7738,HR_L-far,0.01143681388817973
baseline,T7858,CHP_coal,0.5880362264150943
baseline,T7858,CHP_muniwaste,0.19480901077375123
baseline,T7858,CHP_natgas,0.5510247349823321
baseline,T7858,HOB_elec,0.030063636363636365
baseline,T7858,HOB_gasoil,0.2589902912621359
baseline,T7858,HOB_muniwaste,0.14488636363636362
baseline,T7858,HOB_natgas,0.1974757281553398
baseline,T7858,HP_ambient,0.01245835077438259
baseline,T7858,HP_industry,0.010058465697870902
baseline,T7858,HR_S-near,0.009515025575447571
baseline,T7858,HR_S-far,0.009515025575447571
baseline,T7858,HR_M-near,0.008491583452211128
baseline,T7858,HR_M-far,0.008491583452211128
baseline,T7858,HR_L-near,0.007672853828306264
baseline,T7858,HR_L-far,0.007672853828306264
baseline,T7978,CHP_coal,0.5880362264150943
baseline,T7978,CHP_muniwaste,0.19480901077375123
baseline,T7978,CHP_natgas,0.5510247349823321
baseline,T7978,HOB_elec,0.2261949494949495
baseline,T7978,HOB_gasoil,0.2589902912621359
baseline,T7978,HOB_muniwaste,0.14488636363636362
baseline,T7978,HOB_natgas,0.1974757281553398
baseline,T7978,HP_ambient,0.10381687528975428
baseline,T7978,HP_industry,0.07640156943022859
baseline,T7978,HR_S-near,0.07235315024232633
baseline,T7978,HR_S-far,0.07235315024232633
baseline,T7978,HR_M-near,0.06455260882098587
baseline,T7978,HR_M-far,0.06455260882098587
baseline,T7978,HR_L-near,0.05831588541666667
baseline,T7978,HR_L-far,0.05831588541666667
baseline,T8098,CHP_coal,0.5880362264150943
baseline,T8098,CHP_muniwaste,0.19480901077375123
baseline,T8098,CHP_natgas,0.5510247349823321
baseline,T8098,HOB_elec,0.21430909090909092
baseline,T8098,HOB_gasoil,0.2589902912621359
baseline,T8098,HOB_muniwaste,0.14488636363636362
baseline,T8098,HOB_natgas,0.1974757281553398
baseline,T8098,HP_ambient,0.0940869179600887
baseline,T8098,HP_industry,0.0730599173553719
baseline,T8098,HR_S-near,0.06919960861056752
baseline,T8098,HR_S-far,0.06919960861056752
baseline,T8098,HR_M-near,0.06174796274738068
baseline,T8098,HR_M-far,0.06174796274738068
baseline,T8098,HR_L-near,0.055774447949526816
baseline,T8098,HR_L-far,0.055774447949526816
baseline,T8218,CHP_coal,0.5880362264150943
baseline,T8218,CHP_muniwaste,0.19480901077375123
baseline,T8218,CHP_natgas,0.5510247349823321
baseline,T8218,HOB_elec,0.06880909090909092
baseline,T8218,HOB_gasoil,0.2589902912621359
baseline,T8218,HOB_muniwaste,0.14488636363636362
baseline,T8218,HOB_natgas,0.1974757281553398
baseline,T8218,HP_ambient,0.029579244463742948
baseline,T8218,HP_industry,0.023457644628099177
baseline,T8218,HR_S-near,0.02221819960861057
baseline,T8218,HR_S-far,0.02221819960861057
baseline,T8218,HR_M-near,0.019825669383003494
baseline,T8218,HR_M-far,0.019825669383003494
baseline,T8218,HR_L-near,0.017907728706624607
baseline,T8218,HR_L-far,0.017907728706624607
baseline,T8338,CHP_coal,0.5880362264150943
baseline,T8338,CHP_muniwaste,0.19480901077375123
baseline,T8338,CHP_natgas,0.5510247349823321
baseline,T8338,HOB_elec,0.17904949494949496
baseline,T8338,HOB_gasoil,0.2589902912621359
baseline,T8338,HOB_muniwaste,0.14488636363636362
baseline,T8338,HOB_natgas,0.1974757281553398
baseline,T8338,HP_ambient,0.07984639639639639
baseline,T8338,HP_industry,0.0610396005509642
baseline,T8338,HR_S-near,0.057814416177429884
baseline,T8338,HR_S-far,0.057814416177429884
baseline,T8338,HR_M-near,0.05158876600698487
baseline,T8338,HR_M-far,0.05158876600698487
baseline,T8338,HR_L-near,0.04659805467928497
baseline,T8338,HR_L-far,0.04659805467928497
baseline,T8458,CHP_coal,0.5880362264150943
baseline,T8458,CHP_muniwaste,0.19480901077375123
baseline,T8458,CHP_natgas,0.5510247349823321
baseline,T8458,HOB_elec,0.015567676767676768
baseline,T8458,HOB_gasoil,0.2589902912621359
baseline,T8458,HOB_muniwaste,0.14488636363636362
baseline,T8458,HOB_natgas,0.1974757281553398
baseline,T8458,HP_ambient,0.006239676113360324
baseline,T8458,HP_industry,0.005353247655435915
baseline,T8458,HR_S-near,0.005073074391046741
baseline,T8458,HR_S-far,0.005073074391046741
baseline,T8458,HR_M-near,0.004527614571092832
baseline,T8458,HR_M-far,0.004527614571092832
baseline,T8458,HR_L-near,0.004090233545647559
baseline,T8458,HR_L-far,0.004090233545647559
baseline,T8578,CHP_coal,0.5880362264150943
baseline,T8578,CHP_muniwaste,0.19480901077375123
baseline,T8578,CHP_natgas,0.5510247349823321
baseline,T8578,HOB_elec,0.04756868686868687
baseline,T8578,HOB_gasoil,0.2589902912621359
